label,n_matches,model_brier,model_logloss,climatology_brier,climatology_logloss,uniform_brier,uniform_logloss
2018 World Cup,64,0.5659814039078099,0.9572924177767985,0.6493404606000343,1.0698968652590826,0.6666666666666669,1.0986122886681098
2022 World Cup,64,0.6144817183991084,1.0611371291986318,0.646772104603789,1.0684286591288097,0.6666666666666669,1.0986122886681098
